,zone,room,bathroom,floor,t_floors,area,area_unit,area_type,furnishing,facing,power_backup,available_from,contact,rent
5035,South Delhi,2,2,,,1785.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5036,Dwarka,2,2,,,985.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 28,500"
5037,Dwarka,2,2,,,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 28,800"
5038,South Delhi,4,4,1,3,2000.0,Sq.Ft.,Built-up Area,Unfurnished,South,No Back-up,Immediately,Contact Agent,₹ 1.4 L
5039,South Delhi,2,2,,,1785.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5040,South Delhi,1,1,3,4,550.0,Sq.Ft.,Built-up Area,Semi-Furnished,South East,No Back-up,Immediately,Contact Agent,"₹ 39,000"
5041,Dwarka,3,3,,,1755.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 43,000"
5042,South Delhi,1 Rk,1,2,4,500.0,Sq.Ft.,Built-up Area,Furnished,North West,No Back-up,Immediately,Contact Agent,Price on Request
5043,Dwarka,1,2,11,,657.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 17,500"
5044,South Delhi,1 Rk,1,,4,325.0,Sq.Ft.,Built-up Area,Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 15,000"
5045,Dwarka,,3,,,1200.0,Sq.Ft.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 46,000"
5046,Dwarka,3,3,4,6,1050.0,Sq.Ft.,Built-up Area,Furnished,Select View,Available,Immediately,Contact Agent,"₹ 45,000"
5047,Dwarka,,3,,,1650.0,Sq.Ft.,Saleable Area,Furnished,Select View,Available,Immediately,Contact Agent,"₹ 45,000"
5048,East Delhi,3,2,,5th,1300.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,No Back-up,,Contact Agent,"₹ 35,000"
5049,South Delhi,Studio,1,2,3,300.0,Sq.Ft.,Built-up Area,Furnished,North,No Back-up,Immediately,Contact Agent,"₹ 34,000"
5050,South Delhi,1,1,4th,4,450.0,Sq.Ft.,Built-up Area,Furnished,South East,No Back-up,Immediately,Contact Agent,"₹ 24,000"
5051,South Delhi,3,3,1,4,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,No Back-up,Immediately,Contact Agent,"₹ 35,000"
5052,East Delhi,2,2,3,5,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 28,000"
5053,South Delhi,1,1,,,532.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
5054,South Delhi,3,3,,,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 31,600"
5055,South Delhi,2,1,,,950.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5056,South Delhi,3,2,,,1435.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5057,South Delhi,2,,,,700.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
5058,South Delhi,2,,,,700.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
5059,South Delhi,3,,,,1258.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 42,400"
5060,South Delhi,3,,,,1258.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 42,300"
5061,South Delhi,3,1,,,1395.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 50,860"
5062,South Delhi,2,,,,400.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
5063,South Delhi,2,,,,700.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
5064,South Delhi,3,1,,,1415.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 52,500"
5065,South Delhi,2,,,,563.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 49,000"
5066,South Delhi,2,,,,400.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
5067,South Delhi,3,,,,1258.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 42,500"
5068,South Delhi,2,1,,,1280.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5069,South Delhi,2,1,,,935.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5070,South Delhi,3,1,,,1577.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 56,480"
5071,West Delhi,3,,,,115.0,Sq.Yd.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 83,400"
5072,South Delhi,3,,,,1258.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 43,700"
5073,South Delhi,2,,,,561.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 44,000"
5074,South Delhi,2,,,,911.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 30,400"
5075,South Delhi,2,1,,,1180.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5076,South Delhi,2,,,,700.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
5077,South Delhi,3,2,,,1400.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5078,South Delhi,2,,,,560.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 43,300"
5079,South Delhi,3,1,,,1255.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 50,250"
5080,South Delhi,2,1,,,654.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 43,700"
5081,North Delhi,2,2,4TH FLOOR,4TH FLOOR,850.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 24,000"
5082,South Delhi,1 Rk,1,4TH FLOOR,4TH FLOOR,400.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 13,500"
5083,South Delhi,4,4,FIRST FLOOR,4TH FLOOR,2500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.45 L
5084,South Delhi,4,5,GROUND FLOOR,4TH FLOOR,6000.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 5.5 L
5085,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,2300.0,Sq.Ft.,Built-up Area,Furnished,North East,Available,Immediately,Contact Agent,₹ 1.5 L
5086,South Delhi,3,3,FIRST AND SECOND FLOOR WITH TERRS,3RD FLOOR,2500.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,₹ 3.5 L
5087,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,2000.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.1 L
5088,South Delhi,2,2,FIRST FLOOR,4TH FLOOR,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,,Contact Agent,"₹ 55,000"
5089,South Delhi,4,5,FIRST FLOOR,4TH FLOOR,4500.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,₹ 2.95 L
5090,North Delhi,3,2,THIRD FLOOR,4TH FLOOR,1200.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 30,000"
5091,South Delhi,2,2,FIRST FLOOR,4TH FLOOR,850.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 27,500"
5092,South Delhi,3,3,SECOND FLOOR,4TH FLOOR,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 85,000"
5093,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,1400.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 65,000"
5094,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 60,000"
5095,South Delhi,3,3,SECOND FLOOR,4TH FLOOR,2200.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 2.25 L
5096,South Delhi,4,5,BASMENT AND GROUND FLOOR,4TH FLOOR,6000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,Price on Request
5097,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,1850.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.1 L
5098,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,2250.0,Sq.Ft.,Built-up Area,Furnished,North East,Available,Immediately,Contact Agent,₹ 1.5 L
5099,South Delhi,3,4,FIRST FLOOR,4TH FLOOR,2500.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,₹ 3 L
5100,South Delhi,4,4,FIRST FLOOR,4TH FLOOR,2700.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 1.35 L
5101,Central Delhi,3,3,GROUND FLOOR,THIRD FLOOR,3250.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 4.1 L
5102,South Delhi,3.5,3,first and second floor duplex flat,3rd floor,3000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,₹ 4 L
5103,South Delhi,3,3,SECOND FLOOR,4TH FLOOR,1800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 95,000"
5104,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,2000.0,Acre,Built-up Area,Semi-Furnished,East,No Back-up,Immediately,Contact Agent,₹ 1.6 L
5105,South Delhi,4,4,FIRST FLOOR,4TH FLOOR,3000.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.65 L
5106,South Delhi,1,1,SECOND FLOOR,4TH FLOOR,450.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
5107,East Delhi,3,2,,5th,1300.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,No Back-up,,Contact Agent,"₹ 35,000"
